Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"SLC39A14","Solute Carrier Family 39 Member 14","Protein Coding","44","GC08P022367","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A14"
"FOXC1","Forkhead Box C1","Protein Coding","43","GC06P001610","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXC1"
"COMMD1","Copper Metabolism Domain Containing 1","Protein Coding","43","GC02P061888","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD1"
"AGK","Acylglycerol Kinase","Protein Coding","43","GC07P141551","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGK"
"MARK1","Microtubule Affinity Regulating Kinase 1","Protein Coding","43","GC01P220528","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK1"
"GIPC1","GIPC PDZ Domain Containing Family Member 1","Protein Coding","43","GC19M014450","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIPC1"
"FLII","FLII Actin Remodeling Protein","Protein Coding","43","GC17M018244","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLII"
"FANCI","FA Complementation Group I","Protein Coding","43","GC15P089243","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCI"
"CNNM2","Cyclin And CBS Domain Divalent Metal Cation Transport Mediator 2","Protein Coding","43","GC10P102918","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNNM2"
"DDB1","Damage Specific DNA Binding Protein 1","Protein Coding","43","GC11M069196","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDB1"
"OFD1","OFD1 Centriole And Centriolar Satellite Protein","Protein Coding","43","GC0XP013734","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OFD1"
"NAGLU","N-Acetyl-Alpha-Glucosaminidase","Protein Coding","43","GC17P042537","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGLU"
"MTMR3","Myotubularin Related Protein 3","Protein Coding","43","GC22P029885","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR3"
"USP25","Ubiquitin Specific Peptidase 25","Protein Coding","43","GC21P015730","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP25"
"TOM1","Target Of Myb1 Membrane Trafficking Protein","Protein Coding","43","GC22P035299","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOM1"
"TPP2","Tripeptidyl Peptidase 2","Protein Coding","43","GC13P102596","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPP2"
"PEX3","Peroxisomal Biogenesis Factor 3","Protein Coding","43","GC06P143450","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX3"
"PLOD1","Procollagen-Lysine,2-Oxoglutarate 5-Dioxygenase 1","Protein Coding","43","GC01P011934","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD1"
"MOCOS","Molybdenum Cofactor Sulfurase","Protein Coding","43","GC18P036187","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOCOS"
"SLC31A1","Solute Carrier Family 31 Member 1","Protein Coding","43","GC09P113221","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC31A1"
"PDIA4","Protein Disulfide Isomerase Family A Member 4","Protein Coding","43","GC07M149003","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA4"
"PEX19","Peroxisomal Biogenesis Factor 19","Protein Coding","43","GC01M160276","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX19"
"PCM1","Pericentriolar Material 1","Protein Coding","43","GC08P017922","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCM1"
"NME4","NME/NM23 Nucleoside Diphosphate Kinase 4","Protein Coding","43","GC16P000396","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME4"
"OLA1","Obg Like ATPase 1","Protein Coding","43","GC02M174072","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLA1"
"SEL1L","SEL1L Adaptor Subunit Of ERAD E3 Ubiquitin Ligase","Protein Coding","43","GC14M081471","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEL1L"
"KPNA3","Karyopherin Subunit Alpha 3","Protein Coding","43","GC13M049699","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA3"
"KPNA4","Karyopherin Subunit Alpha 4","Protein Coding","43","GC03M160494","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA4"
"FHL3","Four And A Half LIM Domains 3","Protein Coding","42","GC01M037997","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL3"
"DNA2","DNA Replication Helicase/Nuclease 2","Protein Coding","42","GC10M068414","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNA2"
"ALDH9A1","Aldehyde Dehydrogenase 9 Family Member A1","Protein Coding","42","GC01M165670","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH9A1"
"ASCC1","Activating Signal Cointegrator 1 Complex Subunit 1","Protein Coding","42","GC10M072096","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC1"
"VAMP8","Vesicle Associated Membrane Protein 8","Protein Coding","42","GC02P085561","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP8"
"TRAF7","TNF Receptor Associated Factor 7","Protein Coding","42","GC16P005588","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF7"
"RCHY1","Ring Finger And CHY Zinc Finger Domain Containing 1","Protein Coding","42","GC04M075479","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCHY1"
"RANBP9","RAN Binding Protein 9","Protein Coding","42","GC06M013621","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP9"
"MRE11","MRE11 Homolog, Double Strand Break Repair Nuclease","Protein Coding","42","GC11M094875","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11"
"SIK3","SIK Family Kinase 3","Protein Coding","42","GC11M116843","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIK3"
"ABLIM1","Actin Binding LIM Protein 1","Protein Coding","41","GC10M114462","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABLIM1"
"FLVCR1","FLVCR Heme Transporter 1","Protein Coding","41","GC01P212858","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLVCR1"
"FUCA2","Alpha-L-Fucosidase 2","Protein Coding","41","GC06M143494","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUCA2"
"CEP290","Centrosomal Protein 290","Protein Coding","41","GC12M088049","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP290"
"GTSE1","G2 And S-Phase Expressed 1","Protein Coding","41","GC22P046296","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTSE1"
"LMO7","LIM Domain 7","Protein Coding","41","GC13P075620","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMO7"
"HDLBP","High Density Lipoprotein Binding Protein","Protein Coding","41","GC02M241227","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDLBP"
"EIF3H","Eukaryotic Translation Initiation Factor 3 Subunit H","Protein Coding","41","GC08M116642","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3H"
"ABHD12","Abhydrolase Domain Containing 12, Lysophospholipase","Protein Coding","41","GC20M025294","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD12"
"ATAD1","ATPase Family AAA Domain Containing 1","Protein Coding","41","GC10M087751","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD1"
"CEP55","Centrosomal Protein 55","Protein Coding","41","GC10P093496","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP55"
"DAD1","Defender Against Cell Death 1","Protein Coding","41","GC14M022565","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAD1"
"DAP3","Death Associated Protein 3","Protein Coding","41","GC01P155688","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAP3"
"XPNPEP3","X-Prolyl Aminopeptidase 3","Protein Coding","41","GC22P040857","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPNPEP3"
"UBE3C","Ubiquitin Protein Ligase E3C","Protein Coding","41","GC07P157138","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3C"
"WDR26","WD Repeat Domain 26","Protein Coding","41","GC01M224385","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR26"
"TES","Testin LIM Domain Protein","Protein Coding","41","GC07P116210","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TES"
"STXBP3","Syntaxin Binding Protein 3","Protein Coding","41","GC01P108746","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP3"
"PIBF1","Progesterone Immunomodulatory Binding Factor 1","Protein Coding","41","GC13P072782","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIBF1"
"MRPS28","Mitochondrial Ribosomal Protein S28","Protein Coding","41","GC08M079925","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS28"
"SLC6A15","Solute Carrier Family 6 Member 15","Protein Coding","41","GC12M084859","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A15"
"NUP153","Nucleoporin 153","Protein Coding","41","GC06M017615","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP153"
"PSMC4","Proteasome 26S Subunit, ATPase 4","Protein Coding","41","GC19P040529","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC4"
"P4HA1","Prolyl 4-Hydroxylase Subunit Alpha 1","Protein Coding","41","GC10M073007","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA1"
"TMEM43","Transmembrane Protein 43","Protein Coding","41","GC03P014124","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM43"
"ATP13A1","ATPase 13A1","Protein Coding","40","GC19M019645","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP13A1"
"GSPT1","G1 To S Phase Transition 1","Protein Coding","40","GC16M011868","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSPT1"
"LSM3","LSM3 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated","Protein Coding","40","GC03P014180","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM3"
"IBTK","Inhibitor Of Bruton Tyrosine Kinase","Protein Coding","40","GC06M082169","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IBTK"
"KDELR1","KDEL Endoplasmic Reticulum Protein Retention Receptor 1","Protein Coding","40","GC19M048382","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDELR1"
"EIF3I","Eukaryotic Translation Initiation Factor 3 Subunit I","Protein Coding","40","GC01P032221","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3I"
"EIF3D","Eukaryotic Translation Initiation Factor 3 Subunit D","Protein Coding","40","GC22M036510","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3D"
"CCDC22","Coiled-Coil Domain Containing 22","Protein Coding","40","GC0XP049432","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC22"
"CDS2","CDP-Diacylglycerol Synthase 2","Protein Coding","40","GC20P005126","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDS2"
"BAG5","BAG Cochaperone 5","Protein Coding","40","GC14M103556","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG5"
"CETN3","Centrin 3","Protein Coding","40","GC05M090392","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETN3"
"CHPT1","Choline Phosphotransferase 1","Protein Coding","40","GC12P101696","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHPT1"
"DYNC1I2","Dynein Cytoplasmic 1 Intermediate Chain 2","Protein Coding","40","GC02P171687","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1I2"
"DNPEP","Aspartyl Aminopeptidase","Protein Coding","40","GC02M219373","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNPEP"
"DOCK6","Dedicator Of Cytokinesis 6","Protein Coding","40","GC19M011199","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK6"
"EIF3J","Eukaryotic Translation Initiation Factor 3 Subunit J","Protein Coding","40","GC15P044537","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3J"
"ECSIT","ECSIT Signaling Integrator","Protein Coding","40","GC19M011505","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECSIT"
"TRIM9","Tripartite Motif Containing 9","Protein Coding","40","GC14M050975","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM9"
"MTIF2","Mitochondrial Translational Initiation Factor 2","Protein Coding","40","GC02M055236","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTIF2"
"USP28","Ubiquitin Specific Peptidase 28","Protein Coding","40","GC11M113797","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP28"
"TELO2","Telomere Maintenance 2","Protein Coding","40","GC16P001493","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TELO2"
"TGS1","Trimethylguanosine Synthase 1","Protein Coding","40","GC08P055773","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGS1"
"PPFIBP1","PPFIA Binding Protein 1","Protein Coding","40","GC12P027523","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIBP1"
"PPP1R12B","Protein Phosphatase 1 Regulatory Subunit 12B","Protein Coding","40","GC01P202348","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R12B"
"RDH13","Retinol Dehydrogenase 13","Protein Coding","40","GC19M055039","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH13"
"SLC39A10","Solute Carrier Family 39 Member 10","Protein Coding","40","GC02P195575","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A10"
"RTKN","Rhotekin","Protein Coding","40","GC02M074583","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTKN"
"SLC39A6","Solute Carrier Family 39 Member 6","Protein Coding","40","GC18M036108","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A6"
"PIGT","Phosphatidylinositol Glycan Anchor Biosynthesis Class T","Protein Coding","40","GC20P045416","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGT"
"PIGG","Phosphatidylinositol Glycan Anchor Biosynthesis Class G","Protein Coding","40","GC04P000505","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGG"
"MYL6B","Myosin Light Chain 6B","Protein Coding","40","GC12P056388","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL6B"
"NUP50","Nucleoporin 50","Protein Coding","40","GC22P045163","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP50"
"POP4","POP4 Homolog, Ribonuclease P/MRP Subunit","Protein Coding","40","GC19P029604","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POP4"
"SAV1","Salvador Family WW Domain Containing Protein 1","Protein Coding","40","GC14M050632","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAV1"
"NDUFAF3","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 3","Protein Coding","40","GC03P049020","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF3"
"MTX1","Metaxin 1","Protein Coding","40","GC01P155208","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTX1"
"FXR2","FMR1 Autosomal Homolog 2","Protein Coding","40","GC17M007592","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXR2"
"RALGAPA1","Ral GTPase Activating Protein Catalytic Subunit Alpha 1","Protein Coding","40","GC14M035538","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALGAPA1"
"RBMS1","RNA Binding Motif Single Stranded Interacting Protein 1","Protein Coding","40","GC02M160272","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBMS1"
"RCBTB1","RCC1 And BTB Domain Containing Protein 1","Protein Coding","40","GC13M049531","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCBTB1"
"TNPO3","Transportin 3","Protein Coding","40","GC07M128954","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNPO3"
"DNAJB9","DnaJ Heat Shock Protein Family (Hsp40) Member B9","Protein Coding","39","GC07P108569","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB9"
"LPGAT1","Lysophosphatidylglycerol Acyltransferase 1","Protein Coding","39","GC01M211743","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPGAT1"
"KPNA5","Karyopherin Subunit Alpha 5","Protein Coding","39","GC06P116681","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA5"
"KPNA6","Karyopherin Subunit Alpha 6","Protein Coding","39","GC01P032108","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA6"
"MAEA","Macrophage Erythroblast Attacher, E3 Ubiquitin Ligase","Protein Coding","39","GC04P001289","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAEA"
"KANK2","KN Motif And Ankyrin Repeat Domains 2","Protein Coding","39","GC19M011165","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANK2"
"EIF3K","Eukaryotic Translation Initiation Factor 3 Subunit K","Protein Coding","39","GC19P038619","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3K"
"DCP1A","Decapping MRNA 1A","Protein Coding","39","GC03M053301","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCP1A"
"DYM","Dymeclin","Protein Coding","39","GC18M049041","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYM"
"DIS3L","DIS3 Like Exosome 3'-5' Exoribonuclease","Protein Coding","39","GC15P066293","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIS3L"
"ACOT8","Acyl-CoA Thioesterase 8","Protein Coding","39","GC20M045841","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT8"
"BMS1","BMS1 Ribosome Biogenesis Factor","Protein Coding","39","GC10P042782","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMS1"
"EIF3L","Eukaryotic Translation Initiation Factor 3 Subunit L","Protein Coding","39","GC22P037848","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3L"
