Drug,Accession,CID
CHEMBL29063,P30556,44277439
CHEMBL15517,P30556,15229605
CHEMBL315776,P30556,14956753
CHEMBL121847,P30556,14971718
CHEMBL331475,P30556,14971721
CHEMBL331632,P30556,10078475
CHEMBL87842,P30556,19008869
NCGC00025043-01,P30556,4673492
CHEMBL328176,P30556,10349791
CHEMBL330298,P30556,10344188
CHEMBL90027,P30556,10004489
CHEMBL97964,P30556,10461595
CHEMBL282778,P30556,44277593
CHEMBL368149,P30556,44211677
CHEMBL135346,P30556,10456041
CHEMBL124541,P30556,18950592
CHEMBL283055,P30556,44459595
CHEMBL434768,P30556,14950511
CHEMBL284704,P30556,44459878
CHEMBL37892,P30556,44285370
CHEMBL23994,P30556,44274734
CHEMBL24661,P30556,44209671
CHEMBL47382,P30556,19889336
CHEMBL263714,P30556,44372686
CHEMBL410417,P30556,11754146
()-oxazepam hemisuccinate sodium salt,P30556,46880541
CHEMBL156934,P30556,10053393
CHEMBL83180,P30556,14956738
CHEMBL308703,P30556,9915892
CHEMBL282236,P30556,44275097
CHEMBL164059,P30556,44377067
CHEMBL319404,P30556,10031920
CHEMBL29725,P30556,44277567
CHEMBL29734,P30556,44277937
CHEMBL422593,P30556,10183373
CHEMBL29512,P30556,44277420
CHEMBL539423,P30556,10257882
()-oxazepam hemisuccinate sodium salt,P30556,46880544
CHEMBL94407,P30556,10460346
CHEMBL85545,P30556,14956794
CHEMBL30015,P30556,44277594
CHEMBL108981,P30556,44338834
CHEMBL40585,P30556,15287890
CHEMBL303147,P30556,9870463
CHEMBL159004,P30556,44373417
CHEMBL84627,P30556,14956748
CHEMBL432459,P30556,15171368
CHEMBL418226,P30556,9887844
CHEMBL95197,P30556,10054912
CHEMBL132408,P30556,10367704
CHEMBL24240,P30556,44209951
CHEMBL25313,P30556,44275108
CHEMBL283742,P30556,14950508
CHEMBL307756,P30556,10053595
CHEMBL25000,P30556,44274671
CHEMBL70801,P30556,44311738
CHEMBL30086,P30556,44277574
CHEMBL37919,P30556,15231094
CHEMBL56549,P30556,44300615
CHEMBL327569,P30556,10349256
CHEMBL331797,P30556,44348355
ANGIOTENSIN II,P30556,25476
()-oxazepam hemisuccinate sodium salt,P30556,46880545
Milfasartan,P30556,3047757
CHEMBL135089,P30556,10004112
CHEMBL336738,P30556,10344052
Cozaar,P30556,21989751
CHEMBL29020,P30556,44277489
CHEMBL94355,P30556,10439172
CHEMBL414816,P30556,10439612
CHEMBL314042,P30556,14956758
CHEMBL316052,P30556,14956769
CHEMBL67919,P30556,44310609
CHEMBL94176,P30556,10100723
CHEMBL278741,P30556,14956762
CHEMBL349856,P30556,44377123
CHEMBL263452,P30556,44315282
CHEMBL343719,P30556,10008962
CHEMBL327791,P30556,10416957
CHEMBL313868,P30556,10372810
CHEMBL279515,P30556,19087866
Dmp 811,P30556,3081289
CHEMBL424289,P30556,15236334
CHEMBL72819,P30556,15222103
CHEMBL423801,P30556,44376760
CHEMBL307321,P30556,10394727
CHEMBL280189,P30556,14950498
CHEMBL116298,P30556,44341922
CHEMBL291358,P30556,44306651
CHEMBL281192,P30556,14950505
CHEMBL70770,P30556,44311607
CHEMBL308361,P30556,44311650
CHEMBL15606,P30556,9888876
CHEMBL89143,P30556,19771826
CHEMBL347404,P30556,10437754
CHEMBL162859,P30556,44376781
CHEMBL28359,P30556,44277874
CHEMBL90513,P30556,10366402
CHEMBL138358,P30556,44358381
CHEMBL29853,P30556,44277481
CHEMBL346542,P30556,9984360
CHEMBL83248,P30556,14956740
CHEMBL327837,P30556,14971677
CHEMBL122367,P30556,44348259
CHEMBL155877,P30556,10053499
CHEMBL347135,P30556,10482258
CHEMBL314859,P30556,15171415
CHEMBL318891,P30556,10075750
CHEMBL352675,P30556,44376991
CHEMBL282746,P30556,44274733
CHEMBL345717,P30556,10096735
CHEMBL27903,P30556,44277873
CHEMBL307430,P30556,44314780
CHEMBL313435,P30556,14956807
CHEMBL158133,P30556,11757193
CHEMBL163485,P30556,44376779
CHEMBL293949,P30556,44300637
CHEMBL280988,P30556,44277549
CHEMBL345139,P30556,10436523
()-oxazepam hemisuccinate sodium salt,P30556,45141142
CHEMBL327903,P30556,10050044
CHEMBL87985,P30556,10202093
CHEMBL313579,P30556,14956755
CHEMBL345404,P30556,10048120
CHEMBL283110,P30556,15171369
CHEMBL22879,P30556,14950510
CHEMBL435953,P30556,44285327
CHEMBL64983,P30556,44306652
CHEMBL291582,P30556,9843950
CHEMBL87603,P30556,19771800
CHEMBL120290,P30556,14971678
CHEMBL305239,P30556,44311584
CHEMBL15860,P30556,19385601
CHEMBL71069,P30556,44311496
CHEMBL135345,P30556,10365283
CHEMBL82797,P30556,10223724
CHEMBL263038,P30556,44277872
CHEMBL334660,P30556,10479472
CHEMBL350493,P30556,44376822
CHEMBL173455,P30556,44384872
CHEMBL434844,P30556,10392565
CHEMBL314982,P30556,15171413
CHEMBL36324,P30556,15818746
CHEMBL306922,P30556,44311567
CHEMBL277182,P30556,44274772
CHEMBL72249,P30556,44311571
CHEMBL302485,P30556,44311616
CHEMBL21968,P30556,14950509
CHEMBL281891,P30556,44277487
CHEMBL87392,P30556,14956771
CHEMBL279103,P30556,19385680
CHEMBL29540,P30556,44277938
CHEMBL327718,P30556,14971682
CHEMBL335289,P30556,10095589
CHEMBL72409,P30556,44311449
CHEMBL58499,P30556,44300798
CHEMBL57853,P30556,10100413
CHEMBL16148,P30556,15287894
CHEMBL70638,P30556,44311664
CHEMBL74442,P30556,15292111
CHEMBL348143,P30556,10325037
CHEMBL86084,P30556,10222835
CHEMBL409170,P30556,15222101
CHEMBL306473,P30556,44311428
CHEMBL313696,P30556,19939399
CHEMBL309820,P30556,44311688
CHEMBL302760,P30556,44311342
CHEMBL309455,P30556,44311543
CHEMBL309365,P30556,44311450
CHEMBL279756,P30556,44277440
CHEMBL87363,P30556,14956787
CHEMBL407827,P30556,14956754
CHEMBL293926,P30556,44307171
CHEMBL314447,P30556,14956792
CHEMBL15788,P30556,19385665
CHEMBL367095,P30556,44384871
CHEMBL441837,P30556,15236329
CHEMBL155638,P30556,10052777
CHEMBL15689,P30556,10095637
CHEMBL72053,P30556,9824568
CHEMBL312921,P30556,19939367
CHEMBL313222,P30556,14956804
CHEMBL305956,P30556,44315180
CHEMBL15847,P30556,44270330
CHEMBL306361,P30556,15292112
CHEMBL278983,P30556,44270278
CHEMBL87129,P30556,14956793
CHEMBL349869,P30556,44377075
CHEMBL335066,P30556,10027714
CHEMBL286260,P30556,44274710
CHEMBL87942,P30556,14951059
CHEMBL87798,P30556,14956798
CHEMBL24802,P30556,44459867
CHEMBL87341,P30556,14956791
CHEMBL327535,P30556,10005741
CHEMBL157980,P30556,9913391
CHEMBL372814,P30556,44404967
CHEMBL24688,P30556,44275144
CHEMBL164617,P30556,44377262
CHEMBL318042,P30556,10437270
CHEMBL278176,P30556,9896251
CHEMBL337017,P30556,10027148
CHEMBL92821,P30556,9958963
CHEMBL93735,P30556,14971680
CHEMBL97295,P30556,10416422
CHEMBL87330,P30556,14956813
CHEMBL285560,P30556,14950512
CHEMBL314590,P30556,14956799
CHEMBL15730,P30556,19385623
CHEMBL156084,P30556,10369225
CHEMBL23006,P30556,15171393
CHEMBL315128,P30556,14956766
CHEMBL155948,P30556,10030665
CHEMBL76821,P30556,44315304
CHEMBL348157,P30556,44372814
CHEMBL194608,P30556,44315058
CHEMBL135999,P30556,44355662
CHEMBL15850,P30556,10411441
CHEMBL352235,P30556,11755714
CHEMBL168346,P30556,44381431
CHEMBL86255,P30556,14956744
CHEMBL155661,P30556,10347373
CHEMBL422200,P30556,44377263
CHEMBL321313,P30556,10417195
CHEMBL337217,P30556,10004013
CHEMBL328296,P30556,10345537
CHEMBL330508,P30556,10481196
CHEMBL315077,P30556,14956768
CHEMBL314810,P30556,14956806
CHEMBL63144,P30556,44307122
CHEMBL86906,P30556,14956745
CHEMBL169798,P30556,44381603
CHEMBL87669,P30556,14951062
CHEMBL40381,P30556,10049400
CHEMBL321531,P30556,10078800
CHEMBL142380,P30556,9886863
CHEMBL15669,P30556,19385586
CHEMBL94106,P30556,44325313
CHEMBL314179,P30556,14956784
CHEMBL85541,P30556,14956764
CHEMBL422333,P30556,10028751
CHEMBL319955,P30556,10099830
CHEMBL121125,P30556,14971686
CHEMBL442963,P30556,10322211
CHEMBL315615,P30556,14956741
CHEMBL36218,P30556,15287891
CHEMBL335535,P30556,10414429
CHEMBL17487,P30556,44315349
CHEMBL108190,P30556,44277595
CHEMBL123562,P30556,44348302
CHEMBL120750,P30556,14971683
CHEMBL133653,P30556,10026868
CHEMBL278234,P30556,19385603
CHEMBL273992,P30556,44311568
CHEMBL331078,P30556,14971692
CHEMBL74113,P30556,44311569
CHEMBL309081,P30556,44311406
CHEMBL284764,P30556,44275060
CHEMBL349652,P30556,44377086
CHEMBL157690,P30556,10370172
CHEMBL86858,P30556,44322315
CHEMBL29402,P30556,44277444
CHEMBL70389,P30556,44311636
CHEMBL37768,P30556,44285177
CHEMBL41416,P30556,44286911
CHEMBL29730,P30556,44277653
CHEMBL280290,P30556,9805344
CHEMBL163628,P30556,44377198
CHEMBL37566,P30556,15287886
CHEMBL85596,P30556,14956750
CHEMBL327862,P30556,14971681
CHEMBL157524,P30556,10029950
CHEMBL97500,P30556,10259334
CHEMBL128644,P30556,10027836
CHEMBL120762,P30556,14971695
CHEMBL303186,P30556,44307195
CHEMBL136028,P30556,9982177
CHEMBL85876,P30556,10275744
CHEMBL91928,P30556,10096683
CHEMBL406791,P30556,14971685
CHEMBL283579,P30556,14950503
CHEMBL172376,P30556,44211673
CHEMBL87885,P30556,14956797
CHEMBL280875,P30556,44278151
CHEMBL314436,P30556,10113613
CHEMBL347392,P30556,9914502
CHEMBL315012,P30556,14956786
CHEMBL341986,P30556,11765394
CHEMBL300154,P30556,44300734
CHEMBL112523,P30556,44341946
CHEMBL155008,P30556,10436877
CHEMBL22945,P30556,14950506
CHEMBL63879,P30556,44306706
CHEMBL428711,P30556,15171385
CHEMBL327633,P30556,10095241
CHEMBL330109,P30556,10028164
CHEMBL341210,P30556,9984807
CHEMBL25075,P30556,44274707
CHEMBL337955,P30556,10028993
CHEMBL157620,P30556,10482257
CHEMBL315469,P30556,14956788
CHEMBL75401,P30556,44315057
"l-159,061",P30556,3846
CHEMBL86613,P30556,14956749
CHEMBL87650,P30556,14956767
CHEMBL89846,P30556,44322239
CHEMBL86986,P30556,14956803
CHEMBL424465,P30556,10411101
CHEMBL155554,P30556,10370801
CHEMBL24488,P30556,44274741
CHEMBL157779,P30556,10077702
CHEMBL422932,P30556,44274700
CHEMBL86604,P30556,15171421
CHEMBL15671,P30556,22407453
CHEMBL158257,P30556,10100625
CHEMBL15882,P30556,44270306
CHEMBL24764,P30556,44275076
Zeneca ZD8731,P30556,132562
CHEMBL423233,P30556,10414778
CHEMBL157878,P30556,11757471
CHEMBL118431,P30556,14971689
CHEMBL306186,P30556,44311638
CHEMBL22908,P30556,14950497
CHEMBL313837,P30556,14956809
CHEMBL174080,P30556,9896877
CHEMBL305369,P30556,44311609
CHEMBL115783,P30556,21840324
CHEMBL293501,P30556,11764788
CHEMBL134286,P30556,10027636
CHEMBL348606,P30556,10029368
CHEMBL67616,P30556,44306613
CHEMBL85765,P30556,14956801
CHEMBL155984,P30556,10346400
CHEMBL350851,P30556,44376747
CHEMBL87184,P30556,14956802
CHEMBL87073,P30556,14956751
CHEMBL154027,P30556,10483230
CHEMBL284455,P30556,44274746
CHEMBL307290,P30556,44315060
CHEMBL165850,P30556,44210830
CHEMBL336773,P30556,10344571
CHEMBL22391,P30556,14950496
CHEMBL155035,P30556,10323527
CHEMBL352042,P30556,44377171
CHEMBL346145,P30556,10032191
CHEMBL288222,P30556,44287123
CHEMBL158267,P30556,9986992
CHEMBL328598,P30556,14971679
CHEMBL82920,P30556,14956783
CHEMBL289640,P30556,15287892
CHEMBL349020,P30556,44377111
CHEMBL341223,P30556,9909335
CHEMBL158115,P30556,10053412
CHEMBL73369,P30556,44311429
CHEMBL334083,P30556,14971636
CHEMBL274260,P30556,15287883
CHEMBL290768,P30556,44283480
CHEMBL157185,P30556,9985434
CHEMBL420970,P30556,14956743
CHEMBL291944,P30556,44301981
CHEMBL74347,P30556,44312700
CHEMBL307191,P30556,10478476
CHEMBL299897,P30556,44300827
CHEMBL163523,P30556,44210836
CHEMBL134151,P30556,10411653
CHEMBL347630,P30556,10395045
CHEMBL310752,P30556,44317214
CHEMBL348568,P30556,11757293
CHEMBL24111,P30556,44274745
CHEMBL85704,P30556,14956759
CHEMBL345826,P30556,9984390
CHEMBL164552,P30556,44376992
CHEMBL22426,P30556,9953638
CHEMBL87354,P30556,14956805
CHEMBL15774,P30556,19385729
CHEMBL86143,P30556,14956800
CHEMBL90834,P30556,10254899
CHEMBL63280,P30556,44306646
CHEMBL88002,P30556,14956789
CHEMBL22692,P30556,14950504
CHEMBL89614,P30556,15171420
CHEMBL93289,P30556,14971674
CHEMBL155305,P30556,10001717
CHEMBL350241,P30556,9985840
CHEMBL165974,P30556,9888865
CHEMBL331063,P30556,14971693
CHEMBL328738,P30556,10480064
CHEMBL39124,P30556,15287887
CHEMBL157512,P30556,10078057
CHEMBL139739,P30556,44358303
Edonentan [INN],P30556,156690
CHEMBL91113,P30556,10393016
LS-193537,P30556,9895957
CHEMBL311484,P30556,44315350
CHEMBL87957,P30556,14956808
CHEMBL117941,P30556,44341924
CHEMBL153968,P30556,10368143
CHEMBL326349,P30556,11561462
CHEMBL47459,P30556,19889356
CHEMBL69508,P30556,14956775
CHEMBL154772,P30556,10459507
CHEMBL334431,P30556,9982103
CHEMBL41440,P30556,15287885
CHEMBL278955,P30556,19385598
CHEMBL154315,P30556,10005344
CHEMBL311386,P30556,44315344
CHEMBL129872,P30556,9983514
CHEMBL134491,P30556,10366811
CHEMBL86495,P30556,15171411
CHEMBL86440,P30556,14956746
CHEMBL280456,P30556,44270285
CHEMBL446152,P30556,14956790
CHEMBL128389,P30556,10368898
CHEMBL424643,P30556,10003482
CHEMBL154640,P30556,10346399
CHEMBL313017,P30556,14956776
CHEMBL315881,P30556,11754586
CHEMBL34082,P30556,15780085
CHEMBL345181,P30556,9981071
CHEMBL345696,P30556,10323718
CHEMBL87780,P30556,14956782
CHEMBL120549,P30556,10258828
CHEMBL331886,P30556,14971696
CHEMBL90872,P30556,10697700
CHEMBL37565,P30556,44287133
CHEMBL319313,P30556,10416836
CHEMBL276853,P30556,15780095
CHEMBL86741,P30556,14956774
CHEMBL41566,P30556,15287893
CHEMBL84630,P30556,14956747
CHEMBL135929,P30556,10322504
CHEMBL329466,P30556,14971673
CHEMBL358359,P30556,10095683
CHEMBL334832,P30556,10322995
CHEMBL338505,P30556,10026268
CHEMBL71730,P30556,44310590
CHEMBL74144,P30556,44315059
CHEMBL283770,P30556,14950500
CHEMBL292829,P30556,44300735
CHEMBL335276,P30556,10050755
CHEMBL153825,P30556,9986953
CHEMBL419321,P30556,14971676
CHEMBL154531,P30556,10482404
CHEMBL134901,P30556,11754335
CHEMBL287253,P30556,44275059
CHEMBL15670,P30556,15287882
CHEMBL84792,P30556,15171407
CHEMBL336808,P30556,10434876
CHEMBL156243,P30556,10052714
CHEMBL157565,P30556,10029367
CHEMBL418354,P30556,44270367
CHEMBL87682,P30556,14956785
CHEMBL86853,P30556,14956770
AQ-405/42300434,P30556,4286584
CHEMBL160573,P30556,10032367
CHEMBL135704,P30556,10048220
CHEMBL424053,P30556,14956760
CHEMBL121404,P30556,14971690
CHEMBL134754,P30556,10004642
CHEMBL91287,P30556,14971675
CHEMBL39978,P30556,44285157
CHEMBL155154,P30556,10412300
CHEMBL308943,P30556,44311472
CHEMBL87276,P30556,14956777
CHEMBL329541,P30556,10257526
()-oxazepam hemisuccinate sodium salt,P30556,45140373
CHEMBL83182,P30556,14956796
CHEMBL154949,P30556,10006742
CHEMBL96314,P30556,19939495
()-oxazepam hemisuccinate sodium salt,P30556,46880540
CHEMBL410939,P30556,19889359
"2-n-Butyl-1-(4-(6-carboxy-2,5-dichlorobenzoylamino)benzyl)-6-N-(methylaminocarbonyl)-n-pentylaminobenzimidazole",P30556,132404
CHEMBL334775,P30556,11744670
CHEMBL337787,P30556,44358304
CHEMBL25767,P30556,44274691
CHEMBL154975,P30556,9984755
CHEMBL336167,P30556,11754802
CHEMBL278061,P30556,19385644
CHEMBL156070,P30556,10074143
CHEMBL283372,P30556,14950499
CHEMBL87275,P30556,14956742
CHEMBL158188,P30556,10055421
CHEMBL22387,P30556,14950501
CHEMBL314333,P30556,14956812
CHEMBL120716,P30556,14971687
CHEMBL130540,P30556,10412769
CHEMBL347236,P30556,9986861
CHEMBL15458,P30556,19385652
CHEMBL87034,P30556,15171409
CHEMBL132509,P30556,10049787
()-oxazepam hemisuccinate sodium salt,P30556,45140942
"7-butyl-8-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-7,8-diazaspiro[4.",P30556,5249743
CHEMBL90483,P30556,10674630
CHEMBL96554,P30556,19102815
()-oxazepam hemisuccinate sodium salt,P30556,45140941
CHEMBL131676,P30556,44355660
CHEMBL293846,P30556,44306647
CHEMBL120605,P30556,14971694
CHEMBL284123,P30556,15780064
CHEMBL132115,P30556,10390316
4'-((2-n-Butyl-6-cyclohexylaminocarbonylaminobenzimidazole-1-yl)methyl)biphenyl-2-carboxylic acid,P30556,131590
CHEMBL15816,P30556,19385675
CHEMBL135521,P30556,10095493
CHEMBL134567,P30556,44355628
CHEMBL339846,P30556,10475047
CHEMBL348616,P30556,9982960
CHEMBL35638,P30556,15780091
CHEMBL169827,P30556,44381714
CHEMBL132269,P30556,10453972
CHEMBL315873,P30556,11801362
CHEMBL313392,P30556,10507383
CHEMBL158209,P30556,10098452
CHEMBL22837,P30556,14950502
CHEMBL114653,P30556,44342142
CHEMBL289472,P30556,15780052
CHEMBL335514,P30556,10409549
CHEMBL337663,P30556,10345459
CHEMBL155954,P30556,10096463
CHEMBL338900,P30556,10435012
CHEMBL334622,P30556,10048776
4'-Imi,P30556,130762
CHEMBL92225,P30556,10697829
CHEMBL290465,P30556,15287889
CHEMBL341407,P30556,10250898
CHEMBL88924,P30556,10744859
CHEMBL87890,P30556,14956765
CHEMBL335323,P30556,10025873
CHEMBL304655,P30556,44306709
CHEMBL16165,P30556,9933755
CHEMBL323911,P30556,44341923
CHEMBL423370,P30556,10410297
CHEMBL78345,P30556,44316861
AC1NR4SZ,P30556,5284633
CHEMBL281999,P30556,14950495
CHEMBL154083,P30556,10029332
CHEMBL38161,P30556,44285371
CHEMBL157203,P30556,10076683
CHEMBL337446,P30556,9980879
CHEMBL278656,P30556,10251520
CHEMBL156396,P30556,11756222
CHEMBL288618,P30556,15287888
CHEMBL155992,P30556,10028212
CHEMBL292739,P30556,44307174
CHEMBL156352,P30556,10323388
CHEMBL135792,P30556,10364891
CHEMBL131050,P30556,10412363
CHEMBL346773,P30556,10389770
CHEMBL141447,P30556,10252966
CHEMBL347513,P30556,11755164
CHEMBL136034,P30556,9982458
CHEMBL156307,P30556,10094614
CHEMBL67309,P30556,44307258
CHEMBL285433,P30556,15780094
CHEMBL262958,P30556,11511750
CHEMBL55508,P30556,14952903
CHEMBL68111,P30556,44307087
CHEMBL337380,P30556,10004855
CHEMBL146275,P30556,10884983
CHEMBL130455,P30556,10343392
CHEMBL347234,P30556,11744700
CHEMBL40273,P30556,15287884
CHEMBL345127,P30556,11743916
CHEMBL344388,P30556,44358531
CHEMBL85659,P30556,14956773
CHEMBL285432,P30556,15780089
CHEMBL326140,P30556,21840429
CHEMBL338048,P30556,11741515
CHEMBL335228,P30556,11744592
CHEMBL135522,P30556,10048602
CHEMBL86232,P30556,14956810
CHEMBL156181,P30556,10345129
CHEMBL158196,P30556,10457332
CHEMBL133654,P30556,10435200
CHEMBL155724,P30556,10435850
CHEMBL277614,P30556,44307107
CHEMBL35324,P30556,44283175
CHEMBL97783,P30556,10028815
CHEMBL41534,P30556,44287536
CHEMBL304116,P30556,44307257
CHEMBL135819,P30556,10437543
CHEMBL434615,P30556,10346301
CHEMBL156408,P30556,10021888
CHEMBL156279,P30556,10002423
CHEMBL90411,P30556,10504330
CHEMBL154708,P30556,10389251
CHEMBL284469,P30556,44274747
CHEMBL128397,P30556,10005096
CHEMBL346745,P30556,10434949
CHEMBL423418,P30556,10456123
CHEMBL63220,P30556,19385686
CHEMBL134433,P30556,10094520
CHEMBL302869,P30556,44307088
CHEMBL25220,P30556,14950487
CHEMBL293925,P30556,18950583
CHEMBL130275,P30556,10322185
CHEMBL350697,P30556,10481742
CHEMBL290669,P30556,15780090
CHEMBL336056,P30556,10455118
CHEMBL136911,P30556,44358503
CHEMBL97273,P30556,11757357
CHEMBL39542,P30556,44285212
CHEMBL64674,P30556,44303888
CHEMBL347050,P30556,10456700
CHEMBL156449,P30556,10096347
CHEMBL134307,P30556,10410730
CHEMBL345894,P30556,10004159
CHEMBL350446,P30556,10321914
CHEMBL132807,P30556,10393397
CHEMBL129194,P30556,10096495
CHEMBL348149,P30556,10073122
CHEMBL90999,P30556,10790818
CHEMBL88471,P30556,10695405
CHEMBL327594,P30556,10790819
CHEMBL63250,P30556,19385735
CHEMBL128332,P30556,10364310
CHEMBL335680,P30556,44355656
L-692429,P30556,121879
CHEMBL289543,P30556,10047444
CHEMBL335179,P30556,11743704
CHEMBL128536,P30556,10094965
CHEMBL157597,P30556,10253216
CHEMBL60071,P30556,22850667
CHEMBL346742,P30556,10071111
CHEMBL62422,P30556,44303884
CHEMBL339592,P30556,9979266
CHEMBL62744,P30556,44303883
CHEMBL267354,P30556,44373238
CHEMBL293660,P30556,44303886
CHEMBL64714,P30556,44304148
CHEMBL64575,P30556,44303941
CHEMBL63046,P30556,44303880
CHEMBL62754,P30556,44303885
CHEMBL59913,P30556,44304123
CHEMBL303755,P30556,44303852
CHEMBL299887,P30556,44303835
CHEMBL277567,P30556,44303878
CHEMBL1210154,P30556,44469677
CHEMBL66056,P30556,44306628
CHEMBL90187,P30556,10790260
CHEMBL59854,P30556,18655106
CHEMBL90887,P30556,10764613
CHEMBL90885,P30556,10765881
CHEMBL292939,P30556,44304147
CHEMBL293195,P30556,44303857
44312816,P30556,44312816
NITD609,P30556,44469321
CHEMBL63109,P30556,22850669
CHEMBL62157,P30556,44304163
CHEMBL64280,P30556,44304044
CHEMBL60209,P30556,44303859
CHEMBL90629,P30556,10643268
CHEMBL91069,P30556,10623969
CHEMBL189568,P30556,9804984
CHEMBL328484,P30556,10811054
CHEMBL90257,P30556,10695091
CHEMBL88131,P30556,10673314
CHEMBL64861,P30556,44303887
CHEMBL130858,P30556,10000596
CHEMBL62806,P30556,18965184
CHEMBL290829,P30556,20647138
CHEMBL293625,P30556,18965174
AC1MEZ2P,P30556,2911265
Oprea1_233033,P30556,18965154
PD123177,P30556,5311348
STAUROSPORINE,P43405,44259
Imatinib Methansulfonate,P43405,5291
Bio2_000413,P43405,6610353
CHEMBL471948,P43405,44565681
STAUROSPORINE,P43405,44259
staurosporine,P43405,44299148
CHEMBL515910,P43405,44565682
Lestaurtinib,P43405,126565
CHEMBL504558,P43405,44565867
CHEMBL516061,P43405,44565695
CHEMBL475575,P43405,44589022
CHEMBL474654,P43405,10455153
CHEMBL471424,P43405,44590109
CHEMBL104333,P43405,10000020
()-oxazepam hemisuccinate sodium salt,P43405,44457581
